App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Revenue Estimate,Review Engagement,Install Group,Rating Class
Quick Telegram Premium 2025,Music,4.0,2,80.2,50,Free,0.0,Everyone,Tools,25-10-2025,2.19.9,0.0,0.04,Low,Good
Quick Tracker,Finance,4.1,44,123.0,1000,Free,0.0,Everyone,Finance,19-04-2026,5.3.15,0.0,0.044,Low,Good
Quick Tracker 3D,Social,4.3,0,117.5,10,Free,0.0,Everyone,Artificial Intelligence,20-04-2026,11.7.75,0.0,0.0,Low,Good
Quick Tracker Go,Social,4.0,2406,63.8,50000,Free,0.0,Everyone,Family,10-08-2025,3.10.20,0.0,0.04812,Medium,Good
Quick Tracker Plus,Game,4.2,30,90.05,1000,Free,0.0,Everyone,Game;Puzzle,02-02-2023,Varies with device,0.0,0.03,Low,Good
Quick Tracker Premium,Social,4.0,4,127.5,500,Free,0.0,Everyone,Family,04-02-2025,9.17.11,0.0,0.008,Low,Good
Quick VPN,Travel_And_Local,3.8,49,104.9,1000,Free,0.0,Everyone,Travel And Local,21-09-2025,13.19.13,0.0,0.049,Low,Good
Quick VPN 2025,Social,4.3,3,109.3,50,Free,0.0,Everyone,Artificial Intelligence,01-12-2025,14.4.58,0.0,0.06,Low,Good
Quick VPN Plus,Social,2.9,5,70.2,100,Free,0.0,Everyone,Family,23-05-2026,6.8.53,0.0,0.05,Low,Average
Quick Wallet,Business,3.7,2445,124.4,50000,Free,0.0,Everyone,Business;Creativity,02-08-2024,15.10.9,0.0,0.0489,Medium,Good
Quick Wallet 2023,Music,4.8,176762,44.5,5000000,Free,0.0,Everyone,Tools,21-02-2024,4.13.32,0.0,0.0353524,Very High,Excellent
Quick Wallet AI,Game,4.4,5,90.05,100,Free,0.0,Teen,Game;Strategy,11-03-2026,Varies with device,0.0,0.05,Low,Good
Quick Wallet Max 2025,Social,4.5,1100,104.6,50000,Free,0.0,Everyone,Artificial Intelligence,22-11-2025,9.11.7,0.0,0.022,Medium,Good
Quick Wallet Plus 2023,Game,4.3,4,515.0,100,Free,0.0,Teen,Game;Board,27-04-2025,7.2.41,0.0,0.04,Low,Good
Smart Browser,Social,3.8,2408,83.0,100000,Free,0.0,Mature 17+,Family,25-06-2026,11.2.95,0.0,0.02408,Medium,Good
Smart Browser 3D,Productivity,4.0,4,121.1,10,Free,0.0,Everyone,Productivity,08-11-2025,11.16.82,0.0,0.4,Low,Good
Smart Browser Max,Social,4.4,58,37.3,5000,Free,0.0,Everyone,Family,11-06-2026,8.10.5,0.0,0.0116,Low,Good
Smart Browser Premium,Game,3.3,19,1979.3,1000,Free,0.0,Everyone,Game;Board,28-10-2025,8.11.64,0.0,0.019,Low,Average
Smart Chat,Music,4.2,497,36.9,10000,Free,0.0,Mature 17+,Tools,15-01-2026,10.14.37,0.0,0.0497,Low,Good
Smart Chat AI,Communication,4.5,5,121.2,1000,Paid,0.99,Teen,Communication,07-04-2024,12.11.31,990.0,0.005,Low,Good
Smart Chat App,Music,4.3,5,12.9,10,Free,0.0,Everyone,Tools;Creativity,07-12-2025,4.3.53,0.0,0.5,Low,Good
Smart Chat Now,Productivity,3.6,2303,65.8,100000,Free,0.0,Teen,Productivity,29-03-2024,15.9.89,0.0,0.02303,Medium,Good
Smart Chat Pro,Health_And_Fitness,3.9,0,56.0,10,Free,0.0,Everyone,Health And Fitness,04-04-2026,1.6.20,0.0,0.0,Low,Good
Smart Connect,Social,3.4,2930,50.4,100000,Free,0.0,Everyone,Family,02-08-2025,11.15.33,0.0,0.0293,Medium,Average
Smart Connect 2024,Game,4.3,0,90.05,10,Free,0.0,Everyone,Game;Action,23-08-2025,Varies with device,0.0,0.0,Low,Good
Smart Connect Now,Social,4.4,37,65.4,1000,Free,0.0,Everyone,Family,13-04-2026,13.6.93,0.0,0.037,Low,Good
Smart Connect Online,Social,4.6,5,76.3,10,Free,0.0,Everyone,Family;Creativity,10-03-2026,7.0.84,0.0,0.5,Low,Excellent
Smart Connect Plus,Sports,3.1,11,66.9,500,Free,0.0,Teen,Sports,29-03-2026,9.20.12,0.0,0.022,Low,Average
Smart Connect Premium,Game,4.3,0,236.2,100,Free,0.0,Everyone,Game;RPG,24-09-2025,3.3.22,0.0,0.0,Low,Good
Smart Connect_9945,Game,3.9,44,90.05,1000,Free,0.0,Everyone,Game;Card,26-07-2024,Varies with device,0.0,0.044,Low,Good
Smart Craft,Maps_And_Navigation,4.3,19,31.6,1000,Free,0.0,Everyone,Maps And Navigation,20-08-2025,6.18.9,0.0,0.019,Low,Good
Smart Craft 2026,Social,3.6,1773,90.6,100000,Free,0.0,Teen,Family;Creativity,30-06-2025,5.20.20,0.0,0.01773,Medium,Good
Smart Craft App,Music,3.6,180,119.0,5000,Free,0.0,Everyone,Tools,12-10-2024,14.4.44,0.0,0.036,Low,Good
Smart Craft Go,Social,4.2,42,98.0,1000,Free,0.0,Everyone,Artificial Intelligence;Creativity,20-10-2024,2.9.18,0.0,0.042,Low,Good
Smart Craft Online,Health_And_Fitness,3.8,37,117.8,5000,Free,0.0,Everyone 10+,Health And Fitness,14-08-2023,8.19.56,0.0,0.0074,Low,Good
Smart Craft Space,Social,4.0,1,65.7,50,Free,0.0,Everyone,Medical,03-03-2026,12.11.30,0.0,0.02,Low,Good
Smart Dash,Social,3.9,1418,149.2,50000,Free,0.0,Everyone,Artificial Intelligence;Creativity,22-06-2025,12.18.37,0.0,0.02836,Medium,Good
Smart Dash Hub,Video_Players,4.5,21,262.8,1000,Free,0.0,Teen,Video Players;Creativity,02-04-2025,1.1.59,0.0,0.021,Low,Good
Smart Dash Max,Game,4.3,1,1876.7,50,Free,0.0,Everyone 10+,Game;Simulation,04-01-2026,12.11.42,0.0,0.02,Low,Good
Smart Dash Online,Game,4.0,22,1440.9,500,Free,0.0,Everyone,Game;Puzzle,23-10-2025,5.18.95,0.0,0.044,Low,Good
Smart Dash Plus,Productivity,4.0,3,76.4,50,Free,0.0,Everyone,Productivity,11-05-2025,10.9.28,0.0,0.06,Low,Good
Smart Dash Pro 2025,Game,4.3,3,90.05,50,Free,0.0,Everyone,Game;Action,27-06-2024,Varies with device,0.0,0.06,Low,Good
Smart Drive,Social,5.0,2207,82.8,50000,Free,0.0,Teen,Artificial Intelligence,20-10-2025,15.16.9,0.0,0.04414,Medium,Excellent
Smart Drive 2026,Social,2.3,75,90.05,5000,Free,0.0,Everyone,Education;Creativity,04-12-2024,Varies with device,0.0,0.015,Low,Poor
Smart Drive AI,Social,3.6,1699,72.7,50000,Free,0.0,Teen,Social;Creativity,27-09-2023,9.19.30,0.0,0.03398,Medium,Good
Smart Drive Max,Game,4.1,37,90.05,1000,Free,0.0,Teen,Game;Puzzle,19-03-2025,Varies with device,0.0,0.037,Low,Good
Smart Drive Plus,Social,4.5,263,126.7,10000,Free,0.0,Teen,Art And Design,20-10-2025,10.12.82,0.0,0.0263,Low,Good
Smart Drive Premium,Game,4.1,9,1301.0,500,Free,0.0,Teen,Game;Board,12-05-2026,2.9.83,0.0,0.018,Low,Good
Smart Drive Space,Video_Players,4.0,13,207.1,1000,Free,0.0,Everyone,Video Players,15-12-2025,3.16.92,0.0,0.013,Low,Good
Smart Editor,Web3_And_Crypto,4.1,0,84.0,100,Free,0.0,Mature 17+,Web3 And Crypto;Creativity,19-03-2026,3.18.23,0.0,0.0,Low,Good
Smart Editor 2023,Social,4.3,40538,28.4,1000000,Free,0.0,Mature 17+,Family,13-04-2026,15.2.50,0.0,0.040538,High,Good
Smart Editor 2024,Social,4.1,5,89.3,10,Free,0.0,Everyone,Family,15-11-2025,8.20.32,0.0,0.5,Low,Good
Smart Editor 2025,Web3_And_Crypto,4.1,0,136.1,10,Free,0.0,Mature 17+,Web3 And Crypto,12-06-2026,14.5.30,0.0,0.0,Low,Good
Smart Editor Go,Game,4.3,4,1086.4,50,Free,0.0,Everyone,Game;Shooter,23-08-2024,11.17.62,0.0,0.08,Low,Good
Smart Editor Hub,Business,3.8,4,135.4,100,Free,0.0,Everyone,Business,07-10-2025,13.16.51,0.0,0.04,Low,Good
Smart Editor Now,Music,5.0,155,61.5,5000,Free,0.0,Everyone,Tools,22-06-2026,6.15.33,0.0,0.031,Low,Excellent
Smart Editor Premium,Game,4.3,1,90.05,50,Free,0.0,Everyone,Game;Action,09-01-2025,Varies with device,0.0,0.02,Low,Good
Smart Editor Space 2025,News_And_Magazines,3.9,7,124.6,500,Free,0.0,Everyone,News And Magazines,06-01-2026,13.19.42,0.0,0.014,Low,Good
Smart Facebook,Game,4.3,1,926.0,10,Free,0.0,Everyone,Game;Simulation,26-03-2026,10.12.9,0.0,0.1,Low,Good
Smart Fit,Social,4.4,2006,48.7,50000,Free,0.0,Everyone,Family,17-01-2024,1.7.4,0.0,0.04012,Medium,Good
Smart Fit Premium 2025,Productivity,3.1,1980832,90.05,50000000,Free,0.0,Everyone,Productivity;Creativity,11-08-2025,Varies with device,0.0,0.03961664,Very High,Average
Smart Fit Pro,Finance,3.8,114,41.3,5000,Free,0.0,Everyone,Finance,14-02-2025,5.6.21,0.0,0.0228,Low,Good
Smart Health,Comics,2.6,10717,90.05,500000,Free,0.0,Everyone,Comics,02-11-2025,Varies with device,0.0,0.021434,High,Average
Smart Health 2023,Game,4.3,1,527.4,100,Free,0.0,Everyone,Game;Board,02-06-2024,13.8.26,0.0,0.01,Low,Good
Smart Health App,Social,3.9,4,36.1,100,Free,0.0,Everyone,Social,10-02-2026,11.20.78,0.0,0.04,Low,Good
Smart Health Go,Social,4.2,5,17.2,100,Free,0.0,Teen,Family,25-06-2025,5.0.48,0.0,0.05,Low,Good
Smart Health Pro,Game,4.0,6,90.05,500,Free,0.0,Everyone,Game;Shooter,27-12-2024,Varies with device,0.0,0.012,Low,Good
Smart Instagram,Music,4.0,4,123.1,500,Free,0.0,Teen,Tools;Creativity,11-06-2022,3.6.95,0.0,0.008,Low,Good
Smart Instagram 3D,Social,3.7,5,49.7,500,Free,0.0,Everyone,Family,21-06-2025,1.18.59,0.0,0.01,Low,Good
Smart Instagram Max,Productivity,5.0,5,15.1,100,Free,0.0,Everyone,Productivity,22-10-2025,6.13.51,0.0,0.05,Low,Excellent
Smart Instagram Online,Food_And_Drink,3.2,316452,59.3,10000000,Free,0.0,Mature 17+,Food And Drink,01-12-2025,2.14.65,0.0,0.0316452,Very High,Average
Smart Instagram Pro,Finance,4.0,3,53.5,10,Free,0.0,Everyone,Finance,23-03-2024,5.6.71,0.0,0.3,Low,Good
Smart Learn,Social,4.1,615,109.7,50000,Free,0.0,Everyone,Education,02-01-2026,5.1.26,0.0,0.0123,Medium,Good
Smart Learn App,Game,4.3,2,90.05,10,Free,0.0,Adults only 18+,Game;Strategy,20-12-2025,Varies with device,0.0,0.2,Low,Good
Smart Learn Plus,Auto_And_Vehicles,4.2,4,83.3,100,Free,0.0,Teen,Auto And Vehicles,21-06-2026,1.3.14,0.0,0.04,Low,Good
Smart Maker,Game,4.1,1382,90.05,50000,Free,0.0,Everyone 10+,Game;Card,22-04-2024,Varies with device,0.0,0.02764,Medium,Good
Smart Maker 2026,Game,4.3,0,534.4,50,Free,0.0,Everyone,Game;RPG,07-08-2024,9.0.34,0.0,0.0,Low,Good
Smart Maker Now 2024,Social,4.9,35,136.2,1000,Free,0.0,Everyone 10+,Family,15-03-2026,7.4.57,0.0,0.035,Low,Excellent
Smart Maker Plus,Social,4.3,1,90.05,100,Free,0.0,Everyone,Artificial Intelligence,21-01-2025,Varies with device,0.0,0.01,Low,Good
Smart Maker Pro,Finance,4.3,229,29.0,5000,Free,0.0,Everyone,Finance,01-08-2025,9.12.75,0.0,0.0458,Low,Good
Smart Pay,Social,3.5,12785,136.6,500000,Free,0.0,Everyone,Artificial Intelligence,09-11-2025,14.10.26,0.0,0.02557,High,Average
Smart Pay Hub,Social,4.0,175,38.4,5000,Free,0.0,Teen,Family,02-01-2022,4.1.23,0.0,0.035,Low,Good
Smart Player,Communication,3.3,46,35.7,1000,Free,0.0,Teen,Communication,20-12-2024,2.18.49,0.0,0.046,Low,Average
Smart Player 3D,Music,5.0,2485,67.4,50000,Free,0.0,Everyone,Tools,20-12-2025,3.20.95,0.0,0.0497,Medium,Excellent
Smart Player App,Finance,4.0,1,78.5,100,Free,0.0,Mature 17+,Finance,12-09-2024,7.4.60,0.0,0.01,Low,Good
Smart Player Now,Social,4.0,0,90.05,10,Free,0.0,Everyone,Family,05-11-2025,Varies with device,0.0,0.0,Low,Good
Smart Player Online,Entertainment,2.4,49,105.0,5000,Free,0.0,Everyone 10+,Entertainment;Creativity,10-04-2026,12.7.97,0.0,0.0098,Low,Poor
Smart Player Pro,Productivity,4.5,49,67.8,1000,Free,0.0,Unrated,Productivity,22-03-2026,14.5.20,0.0,0.049,Low,Good
Smart SnapChat,Social,3.9,1,113.6,100,Free,0.0,Everyone,Social,23-09-2024,7.16.46,0.0,0.01,Low,Good
Smart Strike,Dating,4.7,195,26.5,10000,Free,0.0,Mature 17+,Dating,04-08-2025,15.5.61,0.0,0.0195,Low,Excellent
Smart Strike AI,Books_And_Reference,3.8,3,90.05,100,Free,0.0,Everyone,Books And Reference,29-05-2025,Varies with device,0.0,0.03,Low,Good
Smart Strike Go,House_And_Home,4.8,21,81.8,1000,Free,0.0,Everyone,House And Home,06-04-2023,8.9.67,0.0,0.021,Low,Excellent
Smart Strike Hub,News_And_Magazines,4.1,3,75.5,50,Free,0.0,Everyone,News And Magazines,25-04-2025,3.7.41,0.0,0.06,Low,Good
Smart Strike Premium,Game,4.3,0,1380.2,50,Free,0.0,Everyone,Game;Card,29-05-2026,8.2.7,0.0,0.0,Low,Good
Smart Telegram,Social,2.9,11,49.5,500,Free,0.0,Everyone,Family,19-11-2025,14.8.89,0.0,0.022,Low,Average
Smart Telegram 2024,Photography,3.9,0,65.7,100,Free,0.0,Teen,Photography,20-12-2025,10.12.41,0.0,0.0,Low,Good
Smart Telegram Now 2023,Travel_And_Local,4.0,2,135.5,10,Free,0.0,Everyone,Travel And Local,02-06-2025,6.14.10,0.0,0.2,Low,Good
Smart Tracker,Game,4.2,47334,1277.5,1000000,Free,0.0,Everyone,Game;RPG,29-10-2025,10.10.60,0.0,0.047334,High,Good
Smart Tracker Max,Social,3.2,89,135.3,5000,Free,0.0,Everyone,Family;Creativity,11-12-2024,7.4.69,0.0,0.0178,Low,Average
Smart Tracker Max 2026,Music,4.0,0,10.0,10,Free,0.0,Teen,Tools,27-07-2025,11.3.68,0.0,0.0,Low,Good
Smart Tracker Online,Books_And_Reference,4.1,15,5.0,500,Free,0.0,Mature 17+,Books And Reference,14-01-2026,2.16.40,0.0,0.03,Low,Good
Smart Tracker Plus,Productivity,4.0,3,118.7,100,Free,0.0,Everyone,Productivity,08-04-2026,2.10.21,0.0,0.03,Low,Good
Smart Tracker Premium,Social,4.0,0,32.6,50,Free,0.0,Everyone,Family;Creativity,22-04-2026,8.15.68,0.0,0.0,Low,Good
Smart VPN,Libraries_And_Demo,3.1,11584,32.1,500000,Free,0.0,Teen,Libraries And Demo,14-02-2026,5.4.10,0.0,0.023168,High,Average
Smart VPN 2023_5409,Game,4.3,2,90.05,50,Free,0.0,Everyone,Game;Strategy,17-11-2025,Varies with device,0.0,0.04,Low,Good
Smart VPN Hub 2023,Productivity,4.2,23,65.6,500,Free,0.0,Everyone,Productivity,26-01-2025,13.20.39,0.0,0.046,Low,Good
Smart VPN Premium,Social,3.4,189,92.2,5000,Free,0.0,Everyone,Family,06-06-2025,11.14.92,0.0,0.0378,Low,Average
Smart Wallet,Game,4.5,4367,315.1,100000,Free,0.0,Everyone,Game;Strategy,10-09-2025,14.3.83,0.0,0.04367,Medium,Good
Smart Wallet 3D 2023,Social,3.8,33,69.1,1000,Free,0.0,Teen,Family,07-10-2025,4.10.31,0.0,0.033,Low,Good
Smart Wallet App,Game,4.3,1,1460.5,50,Free,0.0,Everyone,Game;Shooter,15-11-2025,13.15.52,0.0,0.02,Low,Good
Smart Wallet Go,Social,3.3,232,105.6,10000,Free,0.0,Everyone,Family,21-05-2024,7.2.13,0.0,0.0232,Low,Average
Smart WhatsApp Messenger,Social,4.3,1,90.05,10,Free,0.0,Adults only 18+,Artificial Intelligence,16-10-2025,Varies with device,0.0,0.1,Low,Good
SnapChat,Social,4.7,4818860,221.6,100000000,Free,0.0,Everyone,Art And Design,07-10-2025,6.8.21,0.0,0.0481886,Very High,Excellent
SnapChat 2025,Social,3.9,4,13.2,10,Free,0.0,Teen,Social;Creativity,01-02-2026,13.2.70,0.0,0.4,Low,Good
Spotify,Music,4.0,677625,134.0,100000000,Free,0.0,Everyone 10+,Tools,06-09-2025,5.17.88,0.0,0.00677625,Very High,Good
Spotify 2026,Social,4.0,4,90.05,50,Free,0.0,Everyone,Family,26-01-2025,Varies with device,0.0,0.08,Low,Good
Strike,Business,3.6,178781,121.2,5000000,Free,0.0,Everyone,Business,06-05-2023,2.19.1,0.0,0.0357562,Very High,Good
Strike 2023,Social,3.6,2680,53.1,100000,Free,0.0,Everyone,Artificial Intelligence,28-09-2025,9.20.41,0.0,0.0268,Medium,Good
Strike 2024,Game,4.3,4,760.0,100,Free,0.0,Mature 17+,Game;Board,28-02-2023,13.5.64,0.0,0.04,Low,Good
Strike 2025,Auto_And_Vehicles,4.2,188,97.1,10000,Free,0.0,Everyone,Auto And Vehicles,01-07-2025,4.15.28,0.0,0.0188,Low,Good
Strike 2026,Productivity,4.2,240,50.3,5000,Free,0.0,Everyone,Productivity,08-05-2025,10.14.28,0.0,0.048,Low,Good
Strike 3D,Social,4.7,4288,59.8,500000,Free,0.0,Everyone,Social,29-06-2026,11.14.83,0.0,0.008576,High,Excellent
Strike 3D 2023,Video_Players,4.7,217671,287.7,5000000,Free,0.0,Teen,Video Players,19-02-2026,1.13.59,0.0,0.0435342,Very High,Excellent
Strike 3D 2026,Social,3.8,68,131.0,10000,Free,0.0,Everyone,Family,20-06-2024,12.18.17,0.0,0.0068,Low,Good
Strike AI,Music,3.9,2120,45.8,50000,Free,0.0,Everyone,Tools,16-01-2026,8.2.51,0.0,0.0424,Medium,Good
Strike App,Social,4.1,80135,148.5,5000000,Free,0.0,Mature 17+,Artificial Intelligence,07-08-2023,2.19.42,0.0,0.016027,Very High,Good
Strike App 2025,Virtual_Reality,4.4,2454,293.1,50000,Free,0.0,Everyone,Virtual Reality,02-03-2026,7.9.74,0.0,0.04908,Medium,Good
Strike Go,Personalization,4.1,47704,90.05,1000000,Free,0.0,Everyone,Personalization,26-08-2025,Varies with device,0.0,0.047704,High,Good
Strike Hub,Social,4.3,1744,105.2,50000,Free,0.0,Everyone,Medical;Creativity,28-01-2025,15.6.62,0.0,0.03488,Medium,Good
Strike Max,Game,4.0,1978,90.05,50000,Free,0.0,Everyone,Game;Card,12-12-2024,Varies with device,0.0,0.03956,Medium,Good
Strike Max 2023,Beauty,4.0,1,122.4,10,Free,0.0,Everyone,Beauty,12-05-2025,13.19.18,0.0,0.1,Low,Good
Strike Max 2024,Social,4.0,3,82.2,10,Free,0.0,Unrated,Medical,03-01-2025,9.19.99,0.0,0.3,Low,Good
Strike Max 2025,Game,4.1,5,223.3,10,Free,0.0,Everyone,Game;Strategy,23-11-2023,12.6.27,0.0,0.5,Low,Good
Strike Now,Game,3.4,4793,90.05,100000,Free,0.0,Everyone,Game;Puzzle,06-11-2024,Varies with device,0.0,0.04793,Medium,Average
Strike Online,Entertainment,3.9,41672,90.05,1000000,Free,0.0,Everyone,Entertainment,09-05-2026,Varies with device,0.0,0.041672,High,Good
Strike Online 2023,Social,4.0,45,28.4,1000,Free,0.0,Everyone,Artificial Intelligence,29-12-2024,8.14.63,0.0,0.045,Low,Good
Strike Online 2025,Photography,4.8,104,58.9,5000,Free,0.0,Mature 17+,Photography,11-04-2023,3.14.10,0.0,0.0208,Low,Excellent
Strike Online_7022,Game,4.4,30,90.05,1000,Free,0.0,Everyone,Game;Strategy,06-07-2024,Varies with device,0.0,0.03,Low,Good
Strike Premium,Game,4.9,286,820.4,10000,Free,0.0,Everyone 10+,Game;Strategy,25-02-2025,5.10.10,0.0,0.0286,Low,Excellent
Strike Pro,Music,3.2,148,94.2,10000,Free,0.0,Everyone,Tools;Creativity,26-07-2025,13.9.56,0.0,0.0148,Low,Average
Strike Pro 2024,Social,4.0,3,68.0,10,Free,0.0,Everyone,Family;Creativity,27-04-2026,8.14.16,0.0,0.3,Low,Good
Strike Space,Productivity,3.6,1285,12.4,50000,Free,0.0,Everyone 10+,Productivity,20-06-2026,14.10.96,0.0,0.0257,Medium,Good
Strike_3803,Music,4.2,5,28.2,10,Free,0.0,Everyone,Tools,19-04-2025,6.19.55,0.0,0.5,Low,Good
Strike_7166,Social,4.3,2,21.5,10,Paid,2.99,Everyone,Artificial Intelligence,05-07-2025,8.13.21,29.900000000000002,0.2,Low,Good
Super Browser,Finance,3.4,1173,124.5,100000,Free,0.0,Everyone,Finance,04-06-2026,8.16.29,0.0,0.01173,Medium,Average
Super Browser App,House_And_Home,3.8,5,97.9,100,Free,0.0,Everyone 10+,House And Home,11-03-2025,13.16.76,0.0,0.05,Low,Good
Super Browser Go,Productivity,4.0,0,72.7,100,Free,0.0,Everyone,Productivity,31-10-2024,2.20.96,0.0,0.0,Low,Good
Super Browser Online,Travel_And_Local,4.0,0,131.7,10,Free,0.0,Mature 17+,Travel And Local,31-12-2023,11.17.64,0.0,0.0,Low,Good
Super Browser Plus,News_And_Magazines,4.1,0,68.9,50,Free,0.0,Teen,News And Magazines,07-09-2025,10.15.88,0.0,0.0,Low,Good
Super Chat,Social,4.5,17,132.0,1000,Free,0.0,Everyone,Family,12-03-2026,10.12.13,0.0,0.017,Low,Good
Super Chat Go,Social,4.9,910,92.6,50000,Free,0.0,Everyone,Social;Creativity,03-04-2026,9.3.94,0.0,0.0182,Medium,Excellent
Super Chat Max,Auto_And_Vehicles,4.6,5,29.7,100,Free,0.0,Teen,Auto And Vehicles,18-02-2026,7.5.96,0.0,0.05,Low,Excellent
Super Chat Now,Social,4.0,3,49.4,50,Free,0.0,Teen,Family,29-09-2025,6.18.23,0.0,0.06,Low,Good
Super Chat Premium,Finance,4.0,1,43.9,50,Free,0.0,Everyone,Finance,27-01-2023,9.7.28,0.0,0.02,Low,Good
Super Chat Pro,Lifestyle,4.2,23,127.8,500,Free,0.0,Teen,Lifestyle,19-05-2023,6.2.20,0.0,0.046,Low,Good
Super Chat Space,Music,4.0,4,56.8,10,Free,0.0,Everyone,Tools,12-10-2024,8.4.84,0.0,0.4,Low,Good
Super Connect,Game,4.6,159,90.05,5000,Free,0.0,Everyone,Game;Shooter,06-07-2025,Varies with device,0.0,0.0318,Low,Excellent
Super Connect Online,Comics,3.9,0,114.5,10,Free,0.0,Everyone,Comics;Creativity,16-04-2025,1.8.55,0.0,0.0,Low,Good
Super Connect Premium,Social,3.9,2,54.6,50,Free,0.0,Adults only 18+,Social,02-10-2025,11.11.45,0.0,0.04,Low,Good
Super Craft,Productivity,3.7,4345,120.2,500000,Free,0.0,Everyone,Productivity,19-03-2026,14.5.26,0.0,0.00869,High,Good
Super Craft 2026,Game,4.3,2,90.05,100,Free,0.0,Everyone,Game;Strategy,18-01-2026,Varies with device,0.0,0.02,Low,Good
Super Craft AI,Social,3.6,41,52.9,1000,Free,0.0,Everyone,Family,26-05-2026,7.0.53,0.0,0.041,Low,Good
Super Craft Premium,Personalization,4.0,2,39.9,50,Free,0.0,Everyone,Personalization,11-07-2025,14.20.77,0.0,0.04,Low,Good
Super Craft Pro,Social,4.0,2,59.0,50,Free,0.0,Everyone,Family,09-11-2025,8.9.96,0.0,0.04,Low,Good
Super Dash,Game,4.6,342,903.8,10000,Free,0.0,Everyone,Game;Puzzle,11-03-2026,2.4.58,0.0,0.0342,Low,Excellent
Super Dash 3D,Game,4.3,4,90.05,500,Free,0.0,Teen,Game;Puzzle,24-03-2025,Varies with device,0.0,0.008,Low,Good
Super Dash AI,News_And_Magazines,3.4,238,15.2,5000,Free,0.0,Everyone,News And Magazines,23-05-2022,1.18.83,0.0,0.0476,Low,Average
Super Dash App,Social,4.0,200,134.9,5000,Free,0.0,Everyone,Social,29-03-2026,13.0.79,0.0,0.04,Low,Good
Super Dash Hub,Food_And_Drink,3.9,303,140.2,50000,Free,0.0,Everyone,Food And Drink;Creativity,09-12-2024,9.16.84,0.0,0.00606,Medium,Good
Super Dash Premium,Productivity,4.0,2,115.3,50,Free,0.0,Everyone,Productivity,24-06-2025,10.7.48,0.0,0.04,Low,Good
Super Drive,Finance,3.5,226,83.8,5000,Free,0.0,Teen,Finance,10-05-2026,10.4.9,0.0,0.0452,Low,Average
Super Drive 2023,Social,4.0,3,64.7,50,Free,0.0,Everyone 10+,Family,24-04-2025,6.1.98,0.0,0.06,Low,Good
Super Drive Online,Social,4.0,4,50.8,10,Free,0.0,Everyone,Family;Creativity,15-05-2025,13.5.64,0.0,0.4,Low,Good
Super Drive Premium 2025,Social,4.9,144,15.8,5000,Free,0.0,Everyone,Artificial Intelligence,16-10-2024,4.16.95,0.0,0.0288,Low,Excellent
Super Editor,Business,4.6,228,90.05,10000,Free,0.0,Everyone,Business,29-12-2023,Varies with device,0.0,0.0228,Low,Excellent
Super Editor App,Music,4.0,1,37.7,100,Free,0.0,Everyone,Tools,24-10-2024,14.9.97,0.0,0.01,Low,Good
Super Editor Max,Libraries_And_Demo,3.95,1,88.0,100,Free,0.0,Everyone,Libraries And Demo,15-05-2026,14.1.64,0.0,0.01,Low,Good
Super Editor Now 2024,Productivity,4.0,18412,50.2,500000,Free,0.0,Everyone,Productivity,22-08-2025,3.16.18,0.0,0.036824,High,Good
Super Editor Plus,Video_Players,4.6,69,254.1,5000,Free,0.0,Everyone,Video Players;Creativity,12-04-2026,11.13.78,0.0,0.0138,Low,Excellent
Super Editor Premium,Libraries_And_Demo,3.3,5,100.6,10,Free,0.0,Everyone,Libraries And Demo,19-07-2025,1.2.0,0.0,0.5,Low,Average
Super Editor Space,Music,3.9,9,124.7,500,Free,0.0,Everyone,Tools,01-12-2024,13.17.91,0.0,0.018,Low,Good
Super Facebook 2023,Social,5.0,6,64.1,500,Free,0.0,Everyone,Family,30-05-2026,8.15.80,0.0,0.012,Low,Excellent
Super Fit,Social,3.6,3440,90.05,100000,Free,0.0,Everyone 10+,Family,28-06-2025,Varies with device,0.0,0.0344,Medium,Good
Super Fit 3D,Social,3.9,4,20.6,500,Free,0.0,Mature 17+,Social,20-06-2026,14.7.56,0.0,0.008,Low,Good
Super Fit AI,Social,4.0,0,123.2,50,Free,0.0,Everyone,Family,06-06-2025,4.17.50,0.0,0.0,Low,Good
Super Fit Go,Game,4.5,243,90.05,5000,Free,0.0,Teen,Game;Shooter,16-06-2026,Varies with device,0.0,0.0486,Low,Good
Super Fit Now,Social,4.2,194,81.7,5000,Free,0.0,Everyone,Artificial Intelligence,28-02-2024,12.10.67,0.0,0.0388,Low,Good
Super Fit Premium,Productivity,4.6,36,90.05,5000,Free,0.0,Everyone,Productivity,07-02-2024,Varies with device,0.0,0.0072,Low,Excellent
Super Health,Music,4.5,1460,58.6,50000,Free,0.0,Everyone,Tools,28-04-2026,15.7.43,0.0,0.0292,Medium,Good
Super Health Go,Finance,4.0,1,105.2,50,Free,0.0,Everyone,Finance,16-06-2025,2.15.78,0.0,0.02,Low,Good
Super Health Max,Maps_And_Navigation,4.1,12,35.5,1000,Free,0.0,Everyone,Maps And Navigation,04-02-2025,8.8.73,0.0,0.012,Low,Good
Super Health Space,Business,4.5,2427,23.0,50000,Free,0.0,Everyone,Business,26-06-2026,4.8.67,0.0,0.04854,Medium,Good
